Data,Serial,Variante,Canal,On/Off,iLoad 0,iLoad 1,iLoad 2,iLoad 3,iLoad 4,iLoad 5,iLoad 6,iLoad 7,iLoad 8,iLoad 9,iLoad 10,Resultado
"Wed, 06 Sep 2017 11:05:12 GMT",1036840373,DCCT-CONF-A,Canal 1,0.000667571963276714,0.00190734851639718,2.00347876548767,4.00257062911987,6.00109052658081,8.00170803070068,9.99975109100342,-9.99402904510498,-7.99779844284058,-5.99851560592651,-3.99646735191345,-1.99928271770477,Aprovado
"Wed, 06 Sep 2017 11:21:11 GMT",1036840365,DCCT-CONF-A,Canal 1,0.000762939394917339,0.00171661365311593,2.00328803062439,4.00285673141479,6.00080442428589,8.00180339813232,9.9994649887085,-9.99412441253662,-7.99713087081909,-5.99803876876831,-3.99742102622986,-1.99890124797821,Aprovado
"Wed, 06 Sep 2017 11:28:12 GMT",1036840367,DCCT-CONF-A,Canal 1,0.000476837129099295,0.00247955298982561,2.00252509117126,4.00276136398315,6.00118589401245,8.00161266326904,9.99956035614014,-9.99441051483154,-7.99789381027222,-5.99842023849487,-3.99780249595642,-1.99909198284149,Aprovado
"Wed, 06 Sep 2017 13:10:43 GMT",1036840368,DCCT-CONF-A,Canal 1,0.00038146969745867,0.00038146969745867,0.00038146969745867,0.000476837129099295,0.000286102265818045,0.00038146969745867,0.000572204531636089,0.000572204531636089,0.00038146969745867,0.00038146969745867,0.000572204531636089,0.000476837129099295,Reprovado
"Wed, 06 Sep 2017 13:17:35 GMT",1036840369,DCCT-CONF-A,Canal 1,0.000762939394917339,0.00200271583162248,2.00281119346619,4.00295209884644,6.00166273117065,8.00208950042725,9.99965572357178,-9.99421977996826,-7.99798917770386,-5.99813413619995,-3.99608588218689,-1.99785220623016,Aprovado
"Wed, 06 Sep 2017 13:24:18 GMT",1036840370,DCCT-CONF-A,Canal 1,0.000476837129099295,0.00267028785310686,2.00309729576111,4.00266599655151,6.00128126144409,8.0015172958374,9.99936962127686,-9.99412441253662,-7.99684476852417,-5.99908781051636,-3.99780249595642,-1.99928271770477,Aprovado
"Wed, 06 Sep 2017 13:56:04 GMT",1036840372,DCCT-CONF-A,Canal 1,0.000476837129099295,0.00152587878983468,2.00271582603455,4.00323820114136,6.00109052658081,8.00161266326904,9.99927425384521,-9.99441051483154,-7.9980845451355,-5.99842023849487,-3.99656271934509,-1.99899661540985,Aprovado
"Wed, 06 Sep 2017 14:02:41 GMT",1036840371,DCCT-CONF-A,Canal 1,0.000572204531636089,0.00276565528474748,2.00319266319275,4.00276136398315,6.00128126144409,8.00189876556396,9.9994649887085,-9.99469661712646,-7.9980845451355,-5.99870634078979,-3.99665808677673,-1.99775683879852,Aprovado
"Wed, 06 Sep 2017 14:10:04 GMT",1036840356,DCCT-CONF-A,Canal 1,0.000476837129099295,0.00190734851639718,2.00262045860291,4.00247526168823,6.00137662887573,8.00170803070068,9.99917888641357,-9.99421977996826,-7.99703550338745,-5.99927854537964,-3.9979932308197,-1.99813830852509,Aprovado
"Wed, 06 Sep 2017 14:17:08 GMT",1036840355,DCCT-CONF-A,Canal 1,0.000572204531636089,0.00190734851639718,2.00328803062439,4.00257062911987,6.00089979171753,8.00161266326904,9.99917888641357,-9.99441051483154,-7.99694013595581,-5.999183177948,-3.99637198448181,-1.99813830852509,Aprovado
"Wed, 06 Sep 2017 14:25:25 GMT",1036840354,DCCT-CONF-A,Canal 1,0.00104904163163155,0.00286102271638811,2.00309729576111,4.00295209884644,6.00166273117065,8.0015172958374,10.0000371932983,-9.99421977996826,-7.99779844284058,-5.99794340133667,-3.99656271934509,-1.99880588054657,Aprovado
"Wed, 06 Sep 2017 14:32:10 GMT",1036840375,DCCT-CONF-A,Canal 1,0.000286102265818045,0.0016212462214753,2.00309729576111,4.00314283370972,6.00070905685425,8.00142192840576,9.99936962127686,-9.99450588226318,-7.99789381027222,-5.99851560592651,-3.99723029136658,-1.99909198284149,Aprovado
"Wed, 06 Sep 2017 14:39:35 GMT",1036840374,DCCT-CONF-A,Canal 1,0.000476837129099295,-0.00333785987459123,0.00724792433902621,4.00314283370972,6.00128126144409,8.00142192840576,9.99936962127686,-9.99469661712646,-7.99713087081909,-5.99880170822144,-3.9970395565033,-1.99928271770477,Reprovado
"Wed, 06 Sep 2017 14:46:02 GMT",1036840376,DCCT-CONF-A,Canal 1,0.000572204531636089,0.00267028785310686,2.00281119346619,4.00323820114136,6.00099515914917,8.0015172958374,9.9994649887085,-9.99479198455811,-7.99770307540894,-6.00004148483276,-3.9970395565033,-1.99899661540985,Aprovado
"Wed, 06 Sep 2017 14:52:54 GMT",1036840377,DCCT-CONF-A,Canal 1,0.000476837129099295,0.00152587878983468,2.00252509117126,4.00295209884644,6.00061368942261,8.00123119354248,9.99927425384521,-9.99460124969482,-7.99684476852417,-5.99908781051636,-3.99684882164001,-1.99880588054657,Aprovado
"Wed, 06 Sep 2017 14:59:41 GMT",1036840374,DCCT-CONF-A,Canal 1,0.000858306826557964,0.0106811514124274,2.0016667842865,3.99532294273376,6.00280714035034,7.99264860153198,9.99002361297607,0.00257492042146623,-7.99722623825073,-5.99832487106323,-3.9970395565033,-1.99813830852509,Reprovado
"Wed, 06 Sep 2017 15:06:26 GMT",1036840374,DCCT-CONF-A,Canal 1,0.00114440906327218,-0.00572204543277621,1.9944189786911,4.0124888420105,5.993079662323,7.99398374557495,10.0073804855347,-9.9968900680542,-7.99922895431519,-6.00709867477417,-3.99112677574158,-2.00500464439392,Aprovado
"Wed, 06 Sep 2017 15:12:58 GMT",1036840368,DCCT-CONF-A,Canal 1,0.000286102265818045,0.00219345069490373,2.0021436214447,4.00295209884644,6.00051832199097,8.00123119354248,9.99936962127686,-9.99412441253662,-7.99770307540894,-5.99908781051636,-3.99713492393494,-1.99937808513641,Aprovado
"Wed, 06 Sep 2017 15:19:40 GMT",1036840361,DCCT-CONF-A,Canal 1,0.000953674258198589,0.00276565528474748,2.00281119346619,4.00285673141479,6.00109052658081,8.00132656097412,9.9999418258667,-9.9933614730835,-7.99779844284058,-5.99822950363159,-3.99656271934509,-1.99851977825165,Aprovado
"Wed, 06 Sep 2017 15:26:29 GMT",1036840366,DCCT-CONF-A,Canal 1,0.000762939394917339,0.00171661365311593,2.00319266319275,4.00314283370972,6.00109052658081,8.0015172958374,9.99965572357178,-9.99507808685303,-7.99741697311401,-5.99851560592651,-3.99684882164001,-1.99804294109344,Aprovado
"Wed, 23 Aug 2017 11:57:14 GMT",918888888888,NAO EXISTE,Canal 2,0.00104904163163155,0.00209808326326311,2.00042700767517,-7.98797559738159,5.99203062057495,7.98912000656128,9.98296642303467,-9.98229885101318,,-5.99327039718628,-3.99541831016541,-1.9979475736618,Aprovado
"Wed, 23 Aug 2017 12:49:23 GMT",918888888888,NAO EXISTE,Canal 2,0.000858306826557964,0.00238418555818498,2.00042700767517,-7.98845243453979,5.99222135543823,7.98950147628784,9.98306179046631,-9.98153591156006,,-5.99336576461792,-3.9949414730072,-1.99766147136688,Aprovado
"Wed, 23 Aug 2017 12:51:42 GMT",918888888888,NAO EXISTE,Canal 2,0.00104904163163155,0.00305175757966936,2.00042700767517,-7.98759412765503,5.99231672286987,7.98873853683472,9.98277568817139,-9.98134517669678,,-5.99384260177612,-3.99341559410095,-1.99804294109344,Aprovado
"Wed, 23 Aug 2017 12:55:41 GMT",918888888888,NAO EXISTE,Canal 2,0.000953674258198589,0.00276565528474748,2.00004553794861,3.99742102622986,5.99212598800659,7.9894061088562,9.98334789276123,-9.98220348358154,-7.98845243453979,-5.99336576461792,-3.99408316612244,-1.99804294109344,Aprovado
"Fri, 25 Aug 2017 13:46:15 GMT",1036840275,DCCT-CONF-A,Canal 2,0.00104904163163155,0.00295639014802873,2.00004553794861,3.9970395565033,5.99164915084839,7.98730802536011,9.98277568817139,-9.98229885101318,-7.98788022994995,-5.99231672286987,-3.99370169639587,-1.99861514568329,Aprovado
"Wed, 06 Sep 2017 08:12:17 GMT",1036840366,DCCT-CONF-A,Canal 2,0.000286102265818045,0.000286102265818045,0.00038146969745867,0.000476837129099295,0.000286102265818045,0.000476837129099295,0.00038146969745867,0.000476837129099295,0.00038146969745867,0.00038146969745867,0.000572204531636089,0.000286102265818045,Reprovado
"Wed, 06 Sep 2017 08:25:09 GMT",1036840364,DCCT-CONF-A,Canal 2,9.53674243646674e-05,0.00171661365311593,1.99909198284149,3.99618124961853,5.99060010910034,7.98826169967651,9.98153591156006,-9.98363399505615,-7.99188566207886,-5.9961314201355,-3.99780249595642,-2.00195288658142,Aprovado
"Wed, 06 Sep 2017 08:32:35 GMT",1036840362,DCCT-CONF-A,Canal 2,0.000572204531636089,0.00190734851639718,2.00023627281189,3.99627661705017,5.99126768112183,7.98835706710815,9.98315715789795,-9.98258495330811,-7.99016904830933,-5.99365186691284,-3.99589514732361,-2.00042700767517,Aprovado
"Wed, 06 Sep 2017 09:07:48 GMT",1036840363,DCCT-CONF-A,Canal 2,0.000286102265818045,0.00247955298982561,2.00004553794861,3.99637198448181,5.99136304855347,7.98873853683472,9.98287105560303,-9.98077297210693,-7.9894061088562,-5.99431943893433,-3.99465537071228,-2.00014090538025,Aprovado
"Wed, 06 Sep 2017 10:11:01 GMT",1036840361,DCCT-CONF-A,Canal 2,9.53674243646674e-05,0.00038146969745867,0.00038146969745867,0.000286102265818045,9.53674243646674e-05,0.000286102265818045,0.000286102265818045,0.000476837129099295,0.00038146969745867,0.000286102265818045,0.000286102265818045,0.00038146969745867,Reprovado
"Wed, 06 Sep 2017 10:18:10 GMT",1036840360,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00228881812654436,1.99985492229462,3.99637198448181,5.99126768112183,7.988929271698,9.98315715789795,-9.98096370697021,-7.98797559738159,-5.99317502975464,-3.99284338951111,-1.9979475736618,Aprovado
"Wed, 06 Sep 2017 10:27:56 GMT",1036840359,DCCT-CONF-A,Canal 2,0.000476837129099295,0.00200271583162248,1.99975955486298,3.99665808677673,5.99155378341675,7.98873853683472,9.98344326019287,-9.98153591156006,-7.98835706710815,-5.99222135543823,-3.99465537071228,-1.99909198284149,Aprovado
"Wed, 06 Sep 2017 10:50:50 GMT",1036840358,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00247955298982561,1.99995028972626,3.99656271934509,5.99174451828003,7.98912000656128,9.98382472991943,-9.98153591156006,-7.98768949508667,-5.99298429489136,-3.99427390098572,-1.99937808513641,Aprovado
"Wed, 06 Sep 2017 10:57:56 GMT",1036840357,DCCT-CONF-A,Canal 2,0.000286102265818045,0.00247955298982561,1.99918735027313,3.99637198448181,5.99079084396362,7.98816633224487,9.98287105560303,-9.98315715789795,-7.99026441574097,-5.99279356002808,-3.99475073814392,-1.99956881999969,Aprovado
"Wed, 06 Sep 2017 11:05:12 GMT",1036840373,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00171661365311593,1.99956881999969,3.99589514732361,5.99079084396362,7.98768949508667,9.98239421844482,-9.98239421844482,-7.98931074142456,-5.99422407150269,-3.99694418907166,-2.00090384483337,Aprovado
"Wed, 06 Sep 2017 11:21:11 GMT",1036840365,DCCT-CONF-A,Canal 2,0.000572204531636089,0.00238418555818498,1.99918735027313,3.99608588218689,5.9909815788269,7.98854780197144,9.98287105560303,-9.98277568817139,-7.99035978317261,-5.99250745773315,-3.99742102622986,-1.99956881999969,Aprovado
"Wed, 06 Sep 2017 11:28:12 GMT",1036840367,DCCT-CONF-A,Canal 2,-9.53674243646674e-05,0.00209808326326311,1.99937808513641,3.99570441246033,5.99069547653198,7.98835706710815,9.98248958587646,-9.984206199646,-7.99074125289917,-5.99574995040894,-3.99780249595642,-2.00176215171814,Aprovado
"Wed, 06 Sep 2017 13:10:44 GMT",1036840368,DCCT-CONF-A,Canal 2,0.000190734848729335,0.000286102265818045,9.53674243646674e-05,0.000286102265818045,0.000286102265818045,0.000286102265818045,0.000286102265818045,0.000286102265818045,0.00038146969745867,0.000286102265818045,0.00038146969745867,0.000476837129099295,Reprovado
"Wed, 06 Sep 2017 13:17:35 GMT",1036840369,DCCT-CONF-A,Canal 2,9.53674243646674e-05,0.00143051135819405,1.99947345256805,3.99599051475525,5.99060010910034,7.98807096481323,9.98268032073975,-9.98287105560303,-7.98978757858276,-5.99460554122925,-3.99675345420837,-2.00138068199158,Aprovado
"Wed, 06 Sep 2017 13:24:18 GMT",1036840370,DCCT-CONF-A,Canal 2,-9.53674243646674e-05,0.00152587878983468,1.99947345256805,3.99589514732361,5.9905047416687,7.98807096481323,9.98191738128662,-9.98439693450928,-7.99102735519409,-5.99412870407104,-3.9970395565033,-2.00109457969666,Aprovado
"Wed, 06 Sep 2017 13:56:04 GMT",1036840372,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00171661365311593,1.99975955486298,3.99646735191345,5.99060010910034,7.98788022994995,9.98201274871826,-9.98411083221436,-7.99217176437378,-5.99374723434448,-3.99875617027283,-1.99947345256805,Aprovado
"Wed, 06 Sep 2017 14:02:41 GMT",1036840371,DCCT-CONF-A,Canal 2,9.53674243646674e-05,0.00143051135819405,1.99928271770477,3.99627661705017,5.99079084396362,7.98768949508667,9.98172664642334,-9.98401546478271,-7.99121809005737,-5.9966082572937,-3.99808859825134,-2.00195288658142,Aprovado
"Wed, 06 Sep 2017 14:10:04 GMT",1036840356,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00247955298982561,1.99909198284149,3.99608588218689,5.99069547653198,7.98807096481323,9.98201274871826,-9.98430156707764,-7.98873853683472,-5.99441480636597,-3.99627661705017,-2.0016667842865,Aprovado
"Wed, 06 Sep 2017 14:17:08 GMT",1036840355,DCCT-CONF-A,Canal 2,9.53674243646674e-05,0.00181198108475655,1.99928271770477,3.99694418907166,5.99164915084839,7.98854780197144,9.98306179046631,-9.98220348358154,-7.98740339279175,-5.99136304855347,-3.99360632896423,-1.99766147136688,Aprovado
"Wed, 06 Sep 2017 14:25:25 GMT",1036840354,DCCT-CONF-A,Canal 2,0.000762939394917339,0.00209808326326311,1.99956881999969,3.99684882164001,5.99107694625854,7.988929271698,9.98315715789795,-9.98287105560303,-7.98902463912964,-5.99422407150269,-3.99770712852478,-2.00157141685486,Aprovado
"Wed, 06 Sep 2017 14:32:10 GMT",1036840375,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00238418555818498,1.99899661540985,3.99589514732361,5.99079084396362,7.98807096481323,9.98229885101318,-9.98287105560303,-7.99093198776245,-5.99422407150269,-3.99656271934509,-2.00099921226501,Aprovado
"Wed, 06 Sep 2017 14:39:35 GMT",1036840374,DCCT-CONF-A,Canal 2,-1.08814227581024,-0.179004654288292,0.160980209708214,-1.54495227336884,-12.4999990463257,-10.5456342697144,3.50818610191345,12.499903678894,12.499903678894,12.499903678894,12.499903678894,12.499903678894,Reprovado
"Wed, 06 Sep 2017 14:46:02 GMT",1036840376,DCCT-CONF-A,Canal 2,0.000572204531636089,0.00238418555818498,1.99975955486298,3.99618124961853,5.99088621139526,7.98826169967651,9.98239421844482,-9.98439693450928,-7.99074125289917,-5.99679899215698,-3.9979932308197,-2.00004553794861,Aprovado
"Wed, 06 Sep 2017 14:52:54 GMT",1036840377,DCCT-CONF-A,Canal 2,0.00038146969745867,0.0016212462214753,1.99928271770477,3.99589514732361,5.99126768112183,7.98835706710815,9.98306179046631,-9.98287105560303,-7.99026441574097,-5.99555921554565,-3.99484610557556,-1.99899661540985,Aprovado
"Wed, 06 Sep 2017 14:59:41 GMT",1036840374,DCCT-CONF-A,Canal 2,0.0588417015969753,0.0599861107766628,1.95493686199188,3.95984625816345,6.04553174972534,7.927894115448,9.92593669891357,12.499903678894,12.499903678894,12.499903678894,12.499903678894,12.499903678894,Reprovado
"Wed, 06 Sep 2017 15:06:26 GMT",1036840374,DCCT-CONF-A,Canal 2,0.0526428185403347,-0.0509262047708035,1.95341098308563,4.05483198165894,5.94806623458862,7.95984220504761,10.0274076461792,-9.95101833343506,-7.96232175827026,-6.04820203781128,-3.97253012657166,-2.01501822471619,Aprovado
"Wed, 06 Sep 2017 15:12:58 GMT",1036840368,DCCT-CONF-A,Canal 2,0.000286102265818045,0.00257492042146623,1.99975955486298,3.99675345420837,5.99079084396362,7.98816633224487,9.98277568817139,-9.98334789276123,-7.98902463912964,-5.99336576461792,-3.99646735191345,-1.99871051311493,Aprovado
"Wed, 06 Sep 2017 15:19:40 GMT",1036840361,DCCT-CONF-A,Canal 2,0.00038146969745867,0.00133514392655343,1.99899661540985,3.99599051475525,5.99079084396362,7.98807096481323,9.98315715789795,-9.9816312789917,-7.98969221115112,-5.99431943893433,-3.99579977989197,-1.99975955486298,Aprovado
"Wed, 06 Sep 2017 15:26:29 GMT",1036840366,DCCT-CONF-A,Canal 2,0.000762939394917339,0.00257492042146623,1.99909198284149,3.99579977989197,5.99126768112183,7.98873853683472,9.98334789276123,-9.98411083221436,-7.9898829460144,-5.99441480636597,-3.9949414730072,-2.00061774253845,Aprovado
